fixed set, counting 241 mutants

Mutant at line   -1 with  7 points and operator MutantOperator(name=OMD, description=delete overloading method declarations, one at a time)
Mutant at line   -1 with  6 points and operator MutantOperator(name=OMD, description=delete overloading method declarations, one at a time)
Mutant at line   -1 with  8 points and operator MutantOperator(name=OMD, description=delete overloading method declarations, one at a time)
Mutant at line   -1 with  2 points and operator MutantOperator(name=PPD, description=change parameter type to super class of original type)
Mutant at line   -1 with  0 points and operator MutantOperator(name=PPD, description=change parameter type to super class of original type)
Mutant at line   -1 with 11 points and operator MutantOperator(name=OMD, description=delete overloading method declarations, one at a time)
Mutant at line   -1 with  3 points and operator MutantOperator(name=OMD, description=delete overloading method declarations, one at a time)
Mutant at line   -1 with  7 points and operator MutantOperator(name=PPD, description=change parameter type to super class of original type)
Mutant at line   -1 with  1 points and operator MutantOperator(name=PPD, description=change parameter type to super class of original type)
Mutant at line   -1 with  2 points and operator MutantOperator(name=OMD, description=delete overloading method declarations, one at a time)
Mutant at line   -1 with  4 points and operator MutantOperator(name=OMD, description=delete overloading method declarations, one at a time)
Mutant at line   -1 with  5 points and operator MutantOperator(name=PPD, description=change parameter type to super class of original type)
Mutant at line   -1 with  0 points and operator MutantOperator(name=OMD, description=delete overloading method declarations, one at a time)
Mutant at line   -1 with 10 points and operator MutantOperator(name=OMD, description=delete overloading method declarations, one at a time)
Mutant at line   -1 with  5 points and operator MutantOperator(name=OMD, description=delete overloading method declarations, one at a time)
Mutant at line   -1 with  1 points and operator MutantOperator(name=OMD, description=delete overloading method declarations, one at a time)
Mutant at line   -1 with  9 points and operator MutantOperator(name=OMD, description=delete overloading method declarations, one at a time)
Mutant at line    0 with 16 points and operator MutantOperator(name=OMR, description=change overloading method)
Mutant at line    0 with 17 points and operator MutantOperator(name=OMR, description=change overloading method)
Mutant at line    0 with 17 points and operator MutantOperator(name=OMR, description=change overloading method)
Mutant at line    0 with 17 points and operator MutantOperator(name=OMR, description=change overloading method)
Mutant at line    0 with 17 points and operator MutantOperator(name=OMR, description=change overloading method)
Mutant at line    0 with 17 points and operator MutantOperator(name=OMR, description=change overloading method)
Mutant at line    0 with 16 points and operator MutantOperator(name=OMR, description=change overloading method)
Mutant at line    0 with 16 points and operator MutantOperator(name=OMR, description=change overloading method)
Mutant at line    0 with 17 points and operator MutantOperator(name=OMR, description=change overloading method)
Mutant at line    0 with 15 points and operator MutantOperator(name=OMR, description=change overloading method)
Mutant at line    0 with 17 points and operator MutantOperator(name=OMR, description=change overloading method)
Mutant at line    0 with 17 points and operator MutantOperator(name=OMR, description=change overloading method)
Mutant at line    0 with 17 points and operator MutantOperator(name=OMR, description=change overloading method)
Mutant at line    0 with 17 points and operator MutantOperator(name=OMR, description=change overloading method)
Mutant at line    0 with 17 points and operator MutantOperator(name=OMR, description=change overloading method)
Mutant at line    0 with 18 points and operator MutantOperator(name=OMR, description=change overloading method)
Mutant at line    0 with 17 points and operator MutantOperator(name=OMR, description=change overloading method)
Mutant at line    0 with 17 points and operator MutantOperator(name=OMR, description=change overloading method)
